num,conv1,conv2,conv3,conv4,conv5,conv6,conv7,conv8,conv9,conv10,conv11,conv12,conv13,classification,,,,,,,,,,,
235,좋은 아침이야 자기. 난 그냥 당신이 내가 당신을 위해 관심을 얼마나 알고 싶어. 당신은 내 생각에 항상있어. 놀라운 하루 되세요.,지금 치료중,당신의 건강 상태는 어떻습니까?,아주 안좋아서 ~ 가게 팔았다 그래서 가게 팔돈 3억 팔았다 돈은 낼 준비 완료,,,,,,,,,,yes,,,,,,,,,,,
236,허니! 나 자신과 다른 병사들 이라크 정부로부터 보상을 받았다 이 돈의총량 약 3천만달러입니다 기지 캠프에 월별 검사가 있기 때문에 보관할 수 없습니다 당신은 내가 지구상에 가지고 있는 유일한 사람입니다 나는 돈을 트렁크 박스에 포장했고 보안상의 이유로 적절히 밀봉되어 있습니다 배송회사를 통해 배달할테니 돈을 지킬 수 있게 도와주십시오 당신이 절 실망시키지 않을 것이라고 약속해줬으면 합니다,,,,,,,,,,,,,yes,,,,,,,,,,,
237,"좋아, 내가 얼마 전에야 사이트에 합류했다. 그래서 제가 좋아하느 ㄴ이름 주 하나이기 때문에 당신의 이름으로 그룹을 검색하고 당신은 어필합니다. 내가 화나게하면 난 아직도 사과 해요",이름 뭐라고 검색했는데?,디엉이,,,,,,,,,,,yes,,,,,,,,,,,
238,난 부끄러워서 보낼 수 없어,부끄러워하지 말고 내가 당신의 몸을 좋아한다고 믿으십시오. 나의 함께 자유 로워주십시오. 부끄러워하지 마세요 다만 저에게 당신의 뜨거운 섹시한 사진을 보낼수 있습니다. 나는 곧 한국에 올 것이다. 우리는 우리 삶의 최고를 만나고 즐겁게 지낼 것입니다.,어이 미소양반 한국에 언제오냐?,12 월. 난 당신이 사진을 전송하고 싶지 않은 추측,,,,,,,,,,yes,,,,,,,,,,,
239,안녕,누구세영,나는 친구이고 이름은 Dan 여기서 만나서 반가워요 너 이름이 뭐니?,안녕하세요 저는 디엉이입니다. How did you find this chat room?,"Okay, I was playing on your search when I found you are and decided to send you a message I hope we can be friends",How can you find this chat room? What kind of Korean did you type?,,,,,,,,yes,,,,,,,,,,,
240,친애하는 친구 안녕 오늘은 어때?,누구세요,당신의 응답을 주셔서 감사합니다 제이름은 조 모랄레스입니다. 당신의 이름도 무엇입니가? 저는 외로고 지루해서 일반 검색을 하기로 결정했고 프로필을 찾아서 인사하기로 결정했습니다 응답 해 주셔서 감사합니다. 괜찮 으세요?,,,,,,,,,,,yes,,,,,,,,,,,
241,"안녕하세요, 좋은 온라인으로 당신을 충족합니다. 내 이름은 웨이입니다, 어떻게 지내세요?",느규?,나는 오프닝 채팅에서 당신의 아름다운 프로필 사진을 보았고 당신을 추가하기로 결정했습니다.  내가 화나가게했다면 미안해.,이거 아무도 모르는 오픈프로필 채팅방이고 이름도 이상한 한국어라 검색해서 들어올리가 없는데 어떻게 알고온거지?,,,,,,,,,,yes,,,,,,,,,,,
242,이 쇼핑몰 건수 처리만해줘,내가? 할 수 있어?,어어 알바비 쳐줄께 여기 만 해줘,,,,,,,,,,,yes,,,,,,,,,,,
243,나 코인하는데 투자 좀 해줘,얼마정도?,음 뭐 적당히?/,50만원 넣었어 우리 주말에 만나는 거지?,아 나 주말에 일이 생겨서. ㅜㅜ 다음에 만나자,,,,,,,,,yes,,,,,,,,,,,
244,베트남 사람이고 시아누크빌에서 감금 당하고 있어..,헐 괜찮아??,너가 여기로 돈을 보내주면 나는 살수있어 살려줘...,,,,,,,,,,,yes,,,,,,,,,,,
245,이 게임을 얼마나 해봤어요?,어제 처음했어요,나는 이게임을 시작했습니다. 이 게임은 빠르게 업그레이드 하기 위해 비용이 들까요?,네 돈을 사용하면 빠르게 업그레이드 할 수 있어요,,,,,,,,,,yes,,,,,,,,,,,
246,내 이름은 치미 입니다. 이름을 말씀해주시겠습니까? ,내이름도 모른단 말인가.. 정녕나의 친구가 맞는가 네 이름을 말해보거라 네 이름부터 밝혀야 나의 이름도 밝힐지니...,,,,,,,,,,,,yes,,,,,,,,,,,
247,혹시 레오버넷이라는 곳 알앙?,아니? 그게 뭐야,세계 3대 광고 마케팅 회사야 네이버에 쳐두 나오더랑 !, 응응,"이게 여행, 숙밥업소 호텔 이다보니까 커플기리 해야하는 미션이라 커플인증을 받아야 할수있는 거랭.. 오빠랑 같이 커플인증 하구 커플미션하려구 하는데 어때?!",,,,,,,,,yes,,,,,,,,,,,
248,환급여부를 떠나서 누군지도 모르는 사람에게 선입금을 한다는 건 너무 무모한짓^^ 나 그정도는 바보는 아니란다,오빠 무슨 그런마을해,그럼 너돈으로 먼저 해봐 난니 연락처도 모르고 이름만아는대?,내가 먼저 입금하면 할거야?,,,,,,,,,,yes,,,,,,,,,,,
249,우리가 선결제한다고?,우웅 미션완료 하면환급 되는 구조야,우리가 실제로 다녀온 것처럼해야 했어,선결제하는거야 미션이 유료미션도 있는뎅 무료가 더많다고 했어,선결제는 너무 위험하네^^ 우리가 실제로 아는 사이도 아니,,,,,,,,,yes,,,,,,,,,,,
250,만나서 반가워요 나는 다음 달에 한국으로 여행을 갈 계획이고 한국 친구를 사귀고 싶습니다. 우리는 좋은 친구가 될 수 있을까,다음달에 오시는군요,yes,친구가 될 수 있을지도요,,,,,,,,,,yes,,,,,,,,,,,
251,"수고했어. 오빠 저녁먹었어? 나는 네가 도웅밍 필요해, 혼자 일하는 것은 매우 피곤하다고 생각해.",맞아 혼자 일하는 건 할짓이 못되는 것 같아. 니가 좀 도와줄래?,"네, 한 사람의 일은 매우 피곤합니다. 물론 친구 사이에 필요한 것은 서로 돕는 것잉ㅂ니다. 제가 몇 가지 조언을 해드릴 수 있습니다.",,,,,,,,,,,yes,,,,,,,,,,,
252,좋은 오후 입니다~ 남한과 북한이 전쟁을 시작하는 것 같다고 들었습니다. 사실인가요?,사실이예요. 저도 남쪽으로 피난가야할것같아요,현재 대한ㄴ민국의 상황은 매우 심각한 것 같습니다~ 전쟁이 나면 결국 국민은 고통을 겪게 됩니다. ,곧 일본으로 피난갈 것 같요.,일본에 오신 것을 진심으로 환영합니다.,,,,,,,,,yes,,,,,,,,,,,
253,"그만큼 부지런하고 부지런해야 합니다. 당신은 
너누 쉽고 이해합니다 나는
당신을 더 알고 싶습니다
당신은 몇 살입니까?",65살입니다,"당신은 당신의 나이에 매우 달콤하고 아름답게 보입니다.
당신은 나보다 나이가 많고, 나는 42세입니다.",사진은 20로 보이는데,좋은 식단과 운동을 해서 나이보다 어려보인다는 분들이 많은데요.. 건강을 유지하려고 노력합니다.. 너 스스로 운동하니?,스스로 운동하지,그것은 우리의 건강에 매우 중요합니다 저번에 서울에 갔을 때 카카오를 소개받았는데 한국이 정말 많이 좋아해요 혹시 카카오톡을 아시나요?,아니요 원시인이라 카카오톡을 하지않습니다,왜 카톡 안써?,친구가 없어서,나는 당신의 친구이자 정직한 친구가 되고 싶어,,,yes,,,,,,,,,,,
254,그건아는데 대출받을곳이 없어요 너무 돈을 마니 받아서 은행에서 해줄수 있는 곳이 없어요 빚쟁이들이 몰려올꺼고 경찰까지 잡으러 놀데니깐요 제가 망했어요..ㅠㅠㅠㅠ,허니 기억해 나는 당신을 내 아내로 선택했습니다 마지막으로 나를 믿어 주셨으면합니다 아무도 당신을 위해 호지 않을 것입니다. 그러나 이집을 잘 지을 수 있도록 도와주세요.,"당신마음알아요 근데 진짜 방법이 없어요 ㅠㅠㅠ 아무리 생각해고 알아봐도 방법이 없어요 1,800만원만 있음 된다길래 겨우 어떻게든 맞춰서 보냈는데 그쪽에서 말을 싹다 바꿔바리고 또 돈을 요구하나 전 황찬벽락이에요","여보, 우리가 1,800만 원 때문에 거의 50억원을 잃기를 바라나요? 우리의 사랑을 위해, 저를 도와주세요. 이것이 마지막 단계라고 생각합니다. 여보,나는 돈을 잃고 싶지 않아요.","나란사람이 1,800만원돈이 없는 사람이라 더 안타까워요.",,,,,,,,,yes,,,,,,,,,,,
255,난 너를 사랑해,whyrano,나는 당신이 쓴 것을 이해하지 못합니다.,넌 어른이고 난 청소년이다^^,나에게 상관없어 우리에게 필요한 것은 서로에게 정직하고 사랑하는 것입니다. 너를 내 fr로 둔 것은 정말 행운이야 다음 2년동안 당신은 성인이 됩니다.,,,,,,,,,yes,,,,,,,,,,,
256,감사합니다. 당신은 착하고 멋집니다. 빨리 당신을 보고 싶습니다. 내사랑 나는사랑합니다. 당신을,ㅎㅎ 아닙니다. 저도 빨리 보고 싶어요 ,고맙습니다. 짐은 토요일날 도착할 것 같습니다. 공항에서 받아줄수 있습니다까.,,,,,,,,,,,yes,,,,,,,,,,,
257,금방씻음 젖은모슴 보여드릴게요+line:sr2598,,,,,,,,,,,,,yes,,,,,,,,,,,
258,밑에가 간지러워요 긁어줄사람이 필요해요 ㅠ lINE:qg46a,,,,,,,,,,,,,yes,,,,,,,,,,,
259,금방 새로 산 속옷 입어봤는데 괜찮은거 같아요 보고싶으세요? +LIne : (s7evv),,,,,,,,,,,,,yes,,,,,,,,,,,
260,저 혼자 너무 심심해요 얘기 좀 해줄수 있어요?  LIne:azy792,,,,,,,,,,,,,yes,,,,,,,,,,,
261,D2컵 핑크빛 유1두 무울줄1 줄 잠1지 +LINE:vy364,,,,,,,,,,,,,yes,,,,,,,,,,,
262,원나잇 좋아하세요? 이쁜이의 몸을 탐색하고 싶으신가요?+LINE:azy792,,,,,,,,,,,,,yes,,,,,,,,,,,
263,잘 햝고 잘 빠는! ㅇㄹㄱㅈ 느끼게 해줘 내가 분수처럼 함 쏴줄게~~+LINE: ID:bd371,,,,,,,,,,,,,yes,,,,,,,,,,,
264,D급 여배우! 69 s/M 가능! 다양한 자세로 횟수 무제한! 사진 +LINE :ID:aswe35,,,,,,,,,,,,,yes,,,,,,,,,,,
265,28세 싱글맘 166cm/c 질 싸 입 싸 애 널 전 부 가 능 사진은 라인에요 청:c6du,,,,,,,,,,,,,yes,,,,,,,,,,,
266,보고 싶었어요. 주말에 우리 만날 시간 있어?내 새 계정 LINE:yiliiu9,,,,,,,,,,,,,yes,,,,,,,,,,,
267,깊은밤 많이 외로우신가요? 당신과 함께 할수 있는 좋은 동반자가 있습니다 LINE ID:h788h,,,,,,,,,,,,,yes,,,,,,,,,,,
268,"[국제발신]
8월 15일, 인천 공항 착륙 후 바로 소식 전합니다. 새로운 ???????? ID를 추가해 주세요:Lucy372",,,,,,,,,,,,,yes,,,,,,,,,,,
269,"[국제발신]
8월 8일 서울에 내리면 바로 공항에서 만나요. 나의 새 L?I?N?E?  ID를 확인해주세요: s127803",,,,,,,,,,,,,yes,,,,,,,,,,,
270,"[국제발신]
한국행 비행기 예정대로, 6월 19일에 만나. 잊지 말고 내 새 LlNE 추가해줘: fay9939",,,,,,,,,,,,,yes,,,,,,,,,,,
271,"[국제발신]
나코는 8월 2일 한국에 도착했다. 이틀 동안 제 투어 가이드가 되어주실 수 있나요?????：
lene110
",,,,,,,,,,,,,yes,,,,,,,,,,,
272,"[국제발신]
나는 6월 12일에 한국에 올 예정입니다.저는 당신을 찾으러 왔습니다.마이 ????: ttw65",,,,,,,,,,,,,yes,,,,,,,,,,,
273,"[국제발신]
6월 05일 한국에 도착합니다. 그 시간에 공항에서 저를 만날 수 있나요? 새로운 LⅠ??: chengzhixin",,,,,,,,,,,,,yes,,,,,,,,,,,
274,"[국제발신]
저번에 말했잖아, 내가 한국에 간다고, 19일에 한국에 간다고, 연락해 LlNE:aka594270
",,,,,,,,,,,,,yes,,,,,,,,,,,
275,"[국제발신]
오빠, 나 잊었어요?왜 저한테 연락 안 주나요?나의 새로운 L1NE: sweet9806",,,,,,,,,,,,,yes,,,,,,,,,,,
276,Telegram : http://@@@ 너무너무 보고싶어요ㅠㅠ 오늘 저녁 저랑 같이 밤새도록 있어 줄수 있어요?,,,,,,,,,,,,,yes,,,,,,,,,,,
277,"나의 삼촌은 미국 월스트리트의
@@@에서 10년의 경력을 갖고 
있습니다~^^",우~와~,"우리 삼촌이 보기에는 우리가 
버는 돈이 아주 적다.ㅠㅠ","저는 그래프를 봐도 몰라요.
언제 상승할지.
언제 하락할지. ㅎㅎ","그러니 우리는 삼촌이 준 기회를 
더욱 붙잡아야 해~^^",,,,,,,,,yes,,,,,,,,,,,
278,"[국외발신]
あなたと一?に過ごした時間がやっぱり?かしいです。今月、韓?に行ってあなたを探しに行きますね。LINE：+l???：zay531",,,,,,,,,,,,,yes,,,,,,,,,,,
279,"[국외발신]
We could have a great night together.
제 라인을 추가해주세요+line:yrb368",,,,,,,,,,,,,yes,,,,,,,,,,,
280,"[국외발신]
펠ㄹ 잘해요 전문가 수준 한번해보실래요 +line:wq273",,,,,,,,,,,,,yes,,,,,,,,,,,
281,"[국외발신]
연락이 끊긴 것 같아요. 제 LINE: 6633568  추가해주세요. 27일에 귀국해요.",,,,,,,,,,,,,yes,,,,,,,,,,,
282,"[국외발신]
금방씻음 젖은모슴 보여드릴게요+line：cz7k",,,,,,,,,,,,,yes,,,,,,,,,,,
283,나는 한국에서 큰 커피숍을 열고 싶다.,그렇군요 저는 도움을 드릴 처지는 못되는 거 같아서응원만 할게요.. ㅎㅎ,알겠어요 나의 친구,,,,,,,,,,,yes,,,,,,,,,,,
284,나는 그들이 매우 열심히 일했다고 생각한다. 나는 그들을 매우 존경한다.,아버지는 선생님이시고 어머니는 병원에 다니셨다. 그들은 둘 다 내가 교육을 잘 받을 수 있도록 열심히 일한다. ,내 아버지는 친구의 결혼기념일을 마치고 돌아오는 길에 교통사고로 돌아가셨다.,,,,,,,,,,,yes,,,,,,,,,,,
285,자기야~~ 내 수익이예요~~,우와 자기 짱이당,디지털 자산에 관심있어요?,조금 잇엉,사이트 보내줄까?,,,,,,,,,yes,,,,,,,,,,,
286,이것은 규제 기관의 요구 사항입니다. ,규제 기관이 어딘가요?,세금을 내지 않으면 계정이 영구적으로 동결됩니다.,규제기관이 제가 USDT자산이 증가된것을 어떻게 아나요?,,,,,,,,,,yes,,,,,,,,,,,
287,나는 일을 필요로 하지 않는다.그냥 환경이 좋은 도시를 찾고 싶어요,네 나는 솔로도,한국의 양로 도시가 어딘지 소개해 주시겠어요?,밀양이라는 도시가 있습니다.,,,,,,,,,,yes,,,,,,,,,,,
288,혹시 제가 잘못 찾아온 건가요? 제잘못에대해 사과드립니다. 제이름은 김미혜입니다. 질문드려도 될가요?,네 ,나는 지금 어머니를 모시고 한국에 가서 살고 싶어~~ 근데 저는 한국에 대해서 잘 몰라요 한국의 어디가 살기 좋은지 소개해 주시겟습니까?,한국의 전라남도 신안이라는 곳이 최고입니다.,전라남도 이곳의 주변 공기는 어떻습니까?,소금냄새 납니다.,,,,,,,,yes,,,,,,,,,,,
289,보내 주시면 전표 또는 지불 전표를 보내주십시오. 관리자가 오후에 알맞은 시간에 외교관을 보내기로 동의하기 전에 매니저에게 요청할 것입니다.,움직일수없어니너가사람보내다른사라못믿어,내 사랑은 나를 믿는다. 문제는 단지 1000000이다 한국은 나를 믿는다,,,,,,,,,,,yes,,,,,,,,,,,
290,내가 너한테 도움이 되고싶어서 돈 안받고 알바 해줄께,아 너무 고마워,자 이사이튼데 가입해놔,알겟어 추천인코드로 했어,,,,,,,,,,yes,,,,,,,,,,,
291,오늘도 공부하는걱야?,오늘은 근데 지금 지금에 가고있어 ㅋㅋㅋ,아 난 답답하구 골치아파미치겠어 귀국전에도 아빠가 또 이렇게 날 속 썩이는 구나 하 ㅠ,왜 무슨일이야,"그게 하 내가 작년에 취직전에 집안사정때메 잠깐 방송플랫폼에서 햇었거든,,, 근데 금요일까지 지금 저기서 앱출시한다면서 정산처리들어간다는데. 회원정도로 안에 코인이랑 싹다 정리는 한대서 지금 빼가라는데 못빼고 있어ㅠㅠ 아빠가 하 ㅜㅜ 이말은 민망해서 어케할지...",아하,,,,,,,,yes,,,,,,,,,,,
292,아 오빠 오류나서 복구비 내야해,어? 얼마 정도?,100만원 내야해 계좌 줄께,아 알겠어..,근데 더 내야할 것 같은데 860만원 정도,너무 비싸.. 좀 만 깎아줘,그럼 오백만원만 줘,알겠어.,,,,,,yes,,,,,,,,,,,
293,"전 한국에 거주중이고, 아빠가 일본인이고, 엄마가 한국인이셔요",아 그러시군요,전 대학생이고 알바중이입니다. 애인대행 서비스를 하고 있어요.,아 그렇구나,오늘 알바중인데 알바 같이 하는 언니랑 싸웠어요 오늘 일 합법적으로 빨리 퇴근하게 매칭사이트에 가입해서 내 고객좀 빼주세요,아 나 그런건 안하늗데,오빠 나 못 믿어? 한 번만 해줘,한 번 알아볼께..,,,,,,yes,,,,,,,,,,,
294,인터넷 방송인데 환급해줄께 계좌줄래?,아 알겠어,근데 계좌를 3국 계좌로 페이퍼 컴퍼니로 필리핀 태구구 중국 세탁비용을 지불해야해 안하면 불이익이 있을 수도 있어,아... 불이익?,비용 보내주면 환전 한 거 전부다 줄께,,,,,,,,,yes,,,,,,,,,,,
295,나 방송하는데 놀러올래?,어어,이게 사이트야 방송입장할려면 코인이 필요하거든? 내가 9만 코인 보내줄께,아 고마워,오빠 내가 실수로 900만 코인 보내버렸어...이거 환전할려면 50만원 결제 해야하는데..해주라 ㅠㅠ,,,,,,,,,yes,,,,,,,,,,,
296,근데 내가 의심이 많아서 내이름 붙인 쪽지랑 사진찍어서 보내줘,날 그렇게 못 빋는거야? 지금까지 계속 연락했는데 이제와서 못 믿는다니 됐어,미안해... 안그럴께,,,,,,,,,,,yes,,,,,,,,,,,
297,이게 쇼핑몰 앱이에요. 저랑 같이 쇼핑몰 운영해요 오빠. 보증금은 3만달러긴한데..,난 그만한 돈이 없어,보증금은 제가 다 해결 했어요 초대코드 보내드릴까요?,그럼 너무 고맙지,,,,,,,,,,yes,,,,,,,,,,,
298,"Do we know each other? I've saved your information in my address book, so I'm curious.",Helllo,,,,,,,,,,,,yes,,,,,,,,,,,
299,오빠 저 싱가폴 혼혈입니다. 친해지고 싶어요,아 친하게 지내요!,오빠 전화하실래요?,응?? 지금?,,,,,,,,,,yes,,,,,,,,,,,
300,"안녕하세요, 지난번에 전화하셨을 때 제 휴대폰이 고장나서 연락처가 없어졌어요. 온라인으로도 연락이 안 되네요. 제 LIEN을 추가해 주실 수 있나요?LINE :gxst6868",,,,,,,,,,,,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
